tt1455579	tvEpisode	Best Friends	10	Adventure,Animation,Comedy	1982	4.2	29
tt0117589	movie	Secrets & Lies	136	Comedy,Drama	1996	8.0	41214
tt9146280	tvEpisode	Gloria	42	Drama	1999	8.5	24
tt0225403	video	Clapton Chronicles: The Best of Eric Clapton	60	Music	1999	6.7	97
tt1178396	tvEpisode	Roman Holiday	43	Drama	1953	8.3	26
tt5866554	tvEpisode	Impulse	46	Adventure,Comedy,Drama	1984	6.5	235
tt0756929	tvEpisode	Class	43	Crime,Drama,Mystery	1983	8.2	616
tt0154506	movie	Following	69	Crime,Mystery,Thriller	1998	7.5	90161
tt0201425	tvMovie	Anne of Green Gables	90	Musical	1985	6.5	15
tt0369295	movie	Boys Life 4: Four Play	83	Comedy,Drama	2003	6.4	224
tt0382275	tvSpecial	Saturday Night Live: The Best of Will Ferrell	72	Comedy,Documentary	1995	7.9	2581
tt10213380	movie	Malmkrog	201	Drama,History	2002	6.2	959
tt1058558	short	One	23	Drama,Short	1961	7.9	13
tt0394248	tvEpisode	Leap of Faith	42	Action,Adventure,Crime	1992	5.9	97
tt0756938	tvEpisode	Raising Cain	42	Crime,Drama,Fantasy	1992	7.7	208
tt0864767	movie	Fascination	85	Documentary	2004	5.8	9
tt0308290	movie	Fung hung bei Cup	97	Comedy	2002	5.1	115
tt7339958	tvEpisode	Monkey Business	24	Action,Adventure,Drama	1952	7.4	35
tt3181630	short	Blind Date	9	Action,Drama,Short	1987	7.8	15
tt4720274	short	Fathom	8	Short,Thriller	1967	5.4	70
tt0418733	movie	Hndzan	76	Drama	1998	7.0	79
tt0308281	movie	Frog-g-g!	80	Comedy,Horror,Sci-Fi	2004	4.3	343
tt0382263	video	Restless Souls	86	Horror	2002	4.2	160
tt1720753	tvEpisode	Deep Impact	22	Documentary,Reality-TV	1998	6.8	13
tt0406759	movie	The Eye	98	Drama,Horror,Mystery	2002	5.4	52689
tt0095665	movie	Mr. North	93	Comedy,Drama	1988	5.9	1423
tt12010336	tvSeries	Shabe Jomeh	60	Comedy,Game-Show,Musical	2002	7.2	8
tt0071695	movie	Kozure Ôkami: Jigoku e ikuzo! Daigorô	83	Action,Adventure,Drama	1974	7.4	3691
tt0093006	movie	Family Viewing	86	Drama	1987	6.8	1328
tt0071691	movie	Jeder für sich und Gott gegen alle	110	Biography,Drama,History	1975	7.8	17168
tt8709212	tvEpisode	Blow Up	43	Reality-TV	1966	7.1	10
tt1215855	video	Eden	218	Adult,Fantasy,Romance	1998	6.5	30
tt0095663	tvMovie	Moving Target	100	Crime,Drama,Mystery	2000	5.8	544
tt0201485	movie	The Body	109	Drama,Mystery,Romance	2000	5.4	8861
tt7349342	tvSeries	The Last Shot	44	Documentary	2004	6.8	29
tt0083688	short	Boys and Girls	22	Short	2000	6.7	68
tt8709218	tvEpisode	The Day After	43	Reality-TV	1983	6.8	9
tt1154370	tvEpisode	Power	48	Crime,Drama,Mystery	1986	7.7	430
tt1778140	tvEpisode	Subway	44	Reality-TV	1985	6.0	52
tt0575576	tvEpisode	Jackpot	49	Crime	2001	6.3	9
tt0068040	tvSeries	Are You Being Served?	28	Comedy	1972	8.0	7603
tt0406706	video	Devour	90	Horror	2005	4.8	4770
tt0081022	movie	Kärleken	77	Drama	2003	5.0	49
tt0071688	movie	Jakob, der Lügner	100	Comedy,Crime,Drama	1975	7.2	1257
tt0996605	movie	Les chansons d'amour	91	Drama,Musical,Romance	1999	7.1	9435
tt0068039	tvSeries	Anna and the King	30	Comedy,Romance	1999	7.3	458
tt0022718	movie	Boudu sauvé des eaux	85	Comedy	1932	7.3	5480
tt1719746	short	Love Me Tender	16	Comedy,Horror,Short	1956	7.5	10
tt0056050	movie	Haha	100	Drama	1996	7.2	108
tt3480244	tvEpisode	Stranded	10	Animation,Family	2002	4.0	6
tt0225442	tvMovie	A Crime of Passion	86	Crime,Drama	2003	5.7	235
tt0093010	movie	Fatal Attraction	119	Drama,Thriller	1987	6.9	80934
tt0056055	movie	Hand of Death	60	Horror,Sci-Fi	1975	4.6	434
tt0056052	movie	Half Ticket	168	Comedy,Musical,Romance	1962	7.4	505
tt0093011	movie	Fatal Beauty	104	Action,Comedy,Crime	1987	5.4	3554
tt0081036	tvMovie	The Lathe of Heaven	105	Sci-Fi	1980	7.2	2601
tt0056059	movie	Hatari!	157	Action,Adventure,Comedy	1962	7.2	12355
tt0249400	short	Black	15	Short	2005	7.2	30
tt0081034	movie	Last Rites	86	Horror	1988	3.7	165
tt0250425	tvMovie	Holiday Heart	96	Drama	2000	7.5	1232
tt2181865	movie	Cobra	91	Comedy,Family	1986	2.7	359
tt1781795	short	Cowboy	17	Drama,Family,Short	1958	6.8	15
tt6038978	tvEpisode	Camelot	57	Crime,Drama	1999	8.1	2308
tt0044081	movie	A Streetcar Named Desire	122	Drama	1951	8.0	104002
tt0083694	movie	Britannia Hospital	116	Comedy,Sci-Fi	1982	6.2	2592
tt0081033	tvMiniSeries	The Last Outlaw	100	Biography,Crime,Drama	1994	8.5	117
tt0083693	movie	Brimstone & Treacle	87	Drama,Thriller	1982	6.4	1453
tt0068068	tvMiniSeries	Emma	240	Comedy,Romance	1996	6.7	560
tt0587532	tvEpisode	Kiss of Death	24	Action,Adventure,Comedy	1995	7.7	135
tt0095647	movie	Mississippi Burning	128	Crime,Drama,History	1988	7.8	94542
tt4073666	short	Princesa	12	Drama,Short	2001	6.8	13
tt6758532	movie	Diera v Hlave	90	Documentary	1959	7.2	13
tt1911481	tvEpisode	Stuck on You	11	Adventure,Animation,Comedy	2003	3.0	26
tt0056085	movie	How the West Was Won	164	Western	1962	7.1	19779
tt6038968	tvEpisode	Best Laid Plans	57	Biography,Crime,Drama	1999	8.8	3330
tt1514481	tvEpisode	Inferno	23	Action,Adventure,Animation	1999	7.5	176
tt9173890	tvEpisode	The Great Escape	29	Comedy,Crime,Drama	1963	7.9	197
tt0394291	tvEpisode	Promised Land	42	Action,Adventure,Crime	1987	6.0	90
tt1215870	movie	Gaven	93	Drama	2000	6.2	163
tt1370069	tvEpisode	Maybe Baby	45	Comedy,Drama,Family	2001	7.0	57
tt2609160	tvEpisode	The Big Chill	22	Crime,Documentary	1983	6.8	58
tt0274407	movie	Callas Forever	108	Biography,Drama,Music	2002	6.4	2215
tt0068062	tvMiniSeries	Cousin Bette	250	Comedy,Drama	1998	8.0	184
tt0308252	movie	Fear of the Dark	86	Horror	2002	5.3	2997
tt4418032	short	Perintö	26	Drama,Short	1979	6.0	28
tt0262424	movie	Freestyle: The Art of Rhyme	60	Documentary,Music	2004	7.6	558
tt0095654	movie	Moon Over Parador	103	Comedy,Romance	1988	6.0	5668
tt6075938	short	The Gate	13	Drama,Short,Western	1987	8.0	5
tt1308102	movie	Carnivore	83	Drama	2000	5.5	16
tt1587413	short	La terrible malédiction	11	Horror,Short	1997	6.0	18
tt2071306	tvEpisode	Gettysburg	23	Comedy	1993	6.8	3029
tt6531834	tvEpisode	Lady and the Tramp	24	Comedy,Reality-TV	1955	7.9	127
tt0095652	movie	Monkey Shines	113	Drama,Horror,Sci-Fi	1988	6.2	11332
tt6193178	tvEpisode	Brother's Keeper	41	Crime,Drama	2002	7.6	21
tt0480780	tvSeries	Foreign Correspondent	30	Documentary,News	1940	7.8	39
tt4229942	tvEpisode	The Great Outdoors	22	Reality-TV	1988	7.6	20
tt0056075	short	The Hole	15	Animation,Short	2001	6.1	453
tt0201479	movie	Beyond the City Limits	91	Crime,Drama,Thriller	2002	3.9	649
tt1370073	tvEpisode	Remember Me	48	Comedy,Crime,Drama	2003	8.1	84
tt0225425	short	Conspiracy of Silence	27	Short	2004	4.6	6
tt1707752	tvSeries	Ohisama	15	Drama	1999	7.5	14
tt0394281	tvEpisode	No Way Out	42	Action,Adventure,Crime	1987	5.3	71
tt6038954	tvMiniSeries	Picnic at Hanging Rock	51	Drama,Mystery,Romance	1975	6.1	3838
tt11840598	tvEpisode	Maybe Baby	24	Comedy,Family	2001	8.2	5
tt6038956	tvEpisode	Something Wicked This Way Comes	50	Drama	1983	7.9	58
tt0083678	movie	The Border	108	Crime,Drama	1982	6.4	6327
tt0068054	tvSeries	The Brothers	50	Drama	2001	8.1	75
tt1612968	tvEpisode	Hostage	42	Adventure,Drama,Romance	2005	8.5	721
tt0237400	movie	Crystania no densetsu	85	Action,Adventure,Animation	1996	5.9	239
tt4085642	tvEpisode	Lockdown	22	Drama,Mystery,Romance	2003	8.4	22
tt10467674	tvEpisode	Dangerous Liaisons	42	Action,Adventure,Drama	1988	6.9	1053
tt0093046	tvMovie	Foxfire	100	Drama	1996	6.7	375
tt5110964	tvEpisode	Point of No Return	42	Drama,Horror,Romance	1993	8.3	193
tt6602706	video	Slipstream	57	Music	1989	8.2	10
tt0707971	tvEpisode	Saving Face	60	Comedy,Drama	2005	8.3	32
tt0166593	tvMovie	The Elephant Man	90	Biography,Drama	1980	7.1	268
tt2793558	tvEpisode	Heart	42	Game-Show,Reality-TV	2003	9.5	36
tt0720956	tvEpisode	Purgatory	55	Action,Crime,Drama	1999	8.4	32
tt1225225	tvEpisode	Barbarians at the Gate	43	Action,Crime,Drama	1993	8.1	67
tt5146926	tvEpisode	Driven	44	Crime,Drama,Mystery	2001	8.2	451
tt6421336	short	On the Ropes	17	Drama,Family,Short	1999	6.8	10
tt1240861	tvEpisode	Submarines	45	Documentary	2002	8.2	13
tt6278694	movie	Dead Silence	62	Horror	1998	5.3	20
tt8734212	tvEpisode	Mission: Impossible	93	Comedy,Game-Show,Reality-TV	1996	7.3	7
tt0081063	movie	Little Miss Marker	103	Comedy,Drama,Romance	1980	6.3	1465
tt0093058	movie	Full Metal Jacket	116	Drama,War	1987	8.3	700994
tt2793564	tvEpisode	Sacrifice	43	Game-Show,Reality-TV	2000	9.1	31
tt2609120	tvEpisode	Shadow of a Doubt	22	Crime,Documentary	1943	7.2	71
tt0056095	movie	In Search of the Castaways	98	Adventure,Family,Fantasy	1962	6.6	3017
tt0707981	tvEpisode	The Children's Hour	60	Comedy,Drama	1961	8.4	31
tt0093051	movie	From the Hip	111	Comedy,Crime,Drama	1987	6.2	2337
tt0056093	movie	If a Man Answers	102	Comedy,Romance	1962	6.9	1109
tt1213228	tvEpisode	The Gauntlet	23	Action,Adventure,Animation	1977	7.8	216
tt3105088	tvEpisode	Cloak and Dagger	23	Action,Adventure,Animation	1946	8.4	127
tt0308226	tvSpecial	Eric Clapton: Live in Hyde Park	89	Music	1997	8.4	115
tt0720943	tvEpisode	Men	45	Action,Crime,Drama	1997	8.0	55
tt1095572	tvEpisode	Mission to Mars	25	Adventure,Animation,Comedy	2000	9.4	61
tt1240851	tvEpisode	Fighter	45	Documentary	2001	8.9	8
tt0068072	tvSeries	Fat Albert and the Cosby Kids	30	Animation,Comedy,Family	1972	6.8	2205
tt0081072	tvMovie	Look Back in Anger	100	Drama	1959	7.6	86
tt0081070	movie	The Long Good Friday	114	Crime,Drama,Mystery	1979	7.6	20581
tt0081071	movie	The Long Riders	100	Biography,Crime,Western	1980	7.0	10720
tt7435822	movie	Ai shang shi shui shi	94	Romance	1994	4.5	11
tt1240856	tvEpisode	Rapid Fire	45	Documentary	1992	8.6	9
tt0068075	tvMiniSeries	The Golden Bowl	270	Drama	2000	8.3	101
tt3866846	tvEpisode	The Gift	59	Action,Adventure,Drama	2000	9.0	28158
tt0707958	tvEpisode	Rain	49	Comedy,Drama	2001	7.9	55
tt12120726	tvEpisode	Catwoman	23	Action,Adventure,Animation	2004	8.1	775
tt0093027	movie	Feuer und Eis	83	Action,Adventure,Comedy	1983	4.6	301
tt0178558	movie	Haunted	83	Horror,Mystery,Thriller	1995	5.0	37
tt5134958	tvEpisode	Guess Who's Coming to Dinner	44	Drama,Romance	1967	9.0	1409
tt4205944	short	Brothers	13	Action,Crime,Drama	2005	5.2	5
tt0945040	tvEpisode	Dead Again	42	Crime,Drama,Mystery	1991	8.4	72
tt0323939	movie	Shade	101	Crime,Thriller	2003	6.3	12485
tt8327792	tvEpisode	Dressed to Kill	42	Action,Drama,Thriller	1980	7.8	1989
tt1095545	tvEpisode	Robots	44	Documentary,History	2005	6.7	6
tt1707723	tvEpisode	Spiral	44	Crime,Drama,Fantasy	2004	8.5	515
tt0093036	movie	Flowers in the Attic	93	Drama,Mystery,Thriller	1987	5.7	9801
tt0323944	movie	Shattered Glass	94	Drama,History	2003	7.1	34513
tt1181926	tvMovie	Great Expectations	69	Animation,Drama	1998	5.9	41
tt0178546	movie	Hammerhead	90	Action	2005	5.6	117
tt1181923	tvMovie	David Copperfield	72	Animation	1999	5.9	36
tt2577800	tvEpisode	Communion	43	Drama	1989	8.9	55
tt1648934	tvSeries	¿Dónde está Elisa?	42	Action,Crime,Drama	1982	7.3	126
tt0095690	movie	Mystic Pizza	104	Comedy,Drama,Romance	1988	6.3	27679
tt12683044	short	Crossroads	19	Drama,Short	2002	8.1	10
tt0081059	movie	Lion of the Desert	173	Biography,Drama,History	1981	8.3	14959
tt0720923	tvEpisode	Impulse	44	Action,Crime,Drama	1984	8.4	62
tt5359048	movie	Spiral	79	Documentary	2004	4.7	78
tt0308208	movie	Ballistic: Ecks vs. Sever	91	Action,Crime,Mystery	2002	3.7	19796
tt1648930	tvEpisode	Circus	24	Comedy,Drama,Family	2000	6.3	12
tt4795858	tvEpisode	Hawaii	43	Adventure,Documentary	1966	7.8	84
tt2514282	tvEpisode	The Crush	21	Comedy	1993	6.3	26
tt0068099	tvSeries	Madigan	90	Crime,Drama,Mystery	1968	7.5	136
tt0536004	tvEpisode	Moving Target	60	Action,Crime,Drama	2000	7.1	65
tt1599354	movie	Synok	90	Drama	2002	6.1	60
tt1129337	tvEpisode	The First Year	30	Mystery	2001	8.0	5
tt0970069	tvEpisode	Iceman	43	Action,Crime,Drama	1984	7.8	578
tt6567778	tvEpisode	Let It Ride	43	Action,Comedy,Crime	1989	8.2	625
tt0536000	tvEpisode	Madman	60	Action,Crime,Drama	1981	8.1	37
tt0970068	tvEpisode	Break Up	22	Comedy	1998	4.6	5
tt0781983	tvEpisode	Mercy	43	Adventure,Drama,Romance	1999	8.5	918
tt0526687	tvEpisode	A Girl Thing	28	Drama,Romance	2001	5.5	22
tt6567770	tvEpisode	Dancing in September	44	Action,Comedy,Crime	2000	8.4	699
tt0274468	tvMovie	Door to Door	90	Drama	2002	7.8	4139
tt0249495	short	Elvira	8	Documentary,Short	1988	7.2	16
tt0083722	movie	Cat People	118	Fantasy,Horror,Thriller	1982	6.2	20153
tt0046770	movie	Betrayed	108	Drama,History,Romance	1988	6.1	1174
tt0250494	movie	Legally Blonde	96	Comedy,Romance	2001	6.3	198825
tt4083098	tvEpisode	Halloween II	24	Comedy	1981	9.1	12
tt0536017	tvEpisode	Revenge	60	Action,Crime,Drama	2002	8.0	43
tt8976472	movie	Ei koskaan enää	69	Biography,Documentary,Music	2002	6.7	40
tt0095715	movie	Neco z Alenky	86	Adventure,Animation,Fantasy	1990	7.5	12192
tt1609378	tvEpisode	Atlantis	43	Documentary	1991	8.5	7
tt14480024	tvEpisode	Audition	170	Comedy,Fantasy,Horror	2000	8.8	29
tt4132474	tvEpisode	Chicago	60	Documentary,Music	2002	8.7	202
tt6325432	tvEpisode	Terminal Velocity	52	Drama	1994	8.4	20
tt6567786	tvEpisode	Fools Rush In	44	Action,Comedy,Crime	1996	8.4	625
tt0323849	tvMovie	Rudy: The Rudy Giuliani Story	120	Biography,Drama	2003	4.5	819
tt9856410	tvEpisode	Manhunter	21	Comedy,Crime	1986	8.1	1899
tt0311863	movie	Stealing Sinatra	96	Biography,Comedy,Drama	2003	5.6	714
tt0308305	tvEpisode	Gene Kelly: Anatomy of a Dancer	85	Biography,Documentary	2002	7.6	363
tt0058759	movie	Yaadein	113	Drama,Mystery	1996	7.7	105
tt0791324	movie	Metro	105	Drama	1997	6.4	18
tt8012036	short	Guardian	15	Drama,Short	2001	5.0	20
tt1852580	tvEpisode	New Orleans	44	Crime,Documentary	1947	7.7	8
tt2467426	tvEpisode	Payback	43	Drama,Romance,Thriller	1999	8.1	173
tt0536023	tvEpisode	Stakeout	60	Action,Crime,Drama	1987	7.8	77
tt0502694	tvEpisode	Moby Dick	22	Comedy,Family,Sci-Fi	1998	7.8	270
tt0803764	short	Kontakt	10	Animation,Comedy,Sci-Fi	1997	7.1	456
tt5266870	short	Still	8	Horror,Short	2004	6.7	30
tt0249478	movie	Domestic Disturbance	89	Crime,Thriller	2001	5.6	26822
tt0007142	movie	Oliver Twist	50	Drama	1999	7.2	31
tt1815592	short	Angela	22	Drama,Short	1995	5.7	10
tt0083702	movie	Burden of Dreams	95	Documentary	1982	7.9	6903
tt1357048	short	Miracle	7	Comedy,Short	2004	6.2	6
tt0046791	movie	Black Widow	95	Drama,Film-Noir,Mystery	1987	6.7	2506
tt0815743	short	Defteri fysi	11	Short	2003	4.0	17
tt3288444	short	Driven	7	Action,Adventure,Animation	2001	4.4	7
tt7913014	tvEpisode	The Intruder	46	Adventure,Documentary,Reality-TV	1961	8.5	6
tt0071746	movie	Lenny	111	Biography,Drama	1974	7.6	15487
tt0536038	tvEpisode	The Hero	60	Action,Crime,Drama	2003	7.3	50
tt1876521	short	Un juego de niños	19	Short,Thriller	1988	6.6	19
tt0105508	movie	Swoon	93	Crime,Drama	1992	6.7	1701
tt5445580	tvMovie	Cyrano de Bergerac	180	Comedy	1990	8.2	23
tt1357032	short	Honey	15	Drama,Short	2003	6.4	7
tt0982064	tvEpisode	The Collector	52	Drama,Fantasy	1965	8.1	215
tt12538278	tvEpisode	The Grudge	6	Comedy,Talk-Show	2004	6.2	7
tt6240094	tvMiniSeries	Shadowlands	30	Drama	1993	4.6	136
tt1142326	tvEpisode	Limelight	42	Crime,Drama,Mystery	1952	7.7	1763
tt0249462	movie	Billy Elliot	110	Drama,Music	2000	7.7	130364
tt1372655	tvEpisode	Breakdown	23	Action,Adventure,Animation	1997	8.1	160
tt0286450	tvMovie	Alice in Wonderland	74	Family,Fantasy	1966	5.9	45
tt1372654	tvEpisode	Backlash	23	Action,Adventure,Animation	2000	8.0	163
tt1095477	movie	Maybe Baby	90	Documentary	2001	7.9	23
tt1599348	movie	Safe House	115	Action,Thriller	2000	6.7	213985
tt1815589	short	Android	8	Sci-Fi,Short	1983	6.1	19
tt0071737	movie	Lancelot du Lac	88	Drama,Fantasy,Romance	1974	7.0	3624
tt9207804	tvEpisode	Deep Cover	41	Drama	1992	5.9	10
tt0095742	movie	A Nightmare on Elm Street 4: The Dream Master	93	Horror	1988	5.7	52472
tt0323874	movie	Sam & Janet	90	Comedy,Drama,Romance	2002	3.9	227
tt0372803	tvMovie	Ring of Darkness	85	Horror,Music,Thriller	2004	2.7	688
tt0500097	tvSpecial	Bee Gees: One Night Only	111	Music	1997	8.7	504
tt13815172	short	Scarecrow	5	Drama,Short,War	2002	8.8	5
tt1357067	short	Sacrifice	11	Drama,Short	2000	7.1	40
tt0262432	movie	George Washington	89	Drama	2000	7.3	8126
tt1600864	short	Revelation	28	Drama,Horror,Sci-Fi	2002	7.0	8
tt0526645	tvEpisode	Armed and Dangerous	44	Action,Crime,Drama	1986	5.3	40
tt2935282	short	Éclat du jour	11	Drama,Short	1993	6.1	30
tt1600861	short	Restless	16	Comedy,Drama,Sci-Fi	1998	7.5	7
tt0083762	movie	Countryman	102	Drama	1982	6.7	555
tt0083767	movie	Creepshow	120	Comedy,Fantasy,Horror	1982	6.9	44709
tt10428118	movie	Limbo	89	Crime,Drama,Thriller	1999	5.6	159
tt14479078	tvSeries	Candy	39	Thriller	1968	8.9	11141
tt0250451	movie	Johnny Greyeyes	75	Drama	2001	5.4	83
tt0323872	movie	Salmer fra kjøkkenet	95	Comedy,Drama	2004	7.3	8204
tt0095738	movie	Nightfall	83	Mystery,Sci-Fi	2000	2.6	696
tt0274428	movie	Yadon ilaheyya	92	Comedy,Drama,Romance	2002	6.6	3517
tt3467172	tvEpisode	Laws of Attraction	21	Comedy,Documentary,Drama	2004	7.1	57
tt7651530	tvEpisode	Hide and Seek	22	Action,Adventure,Comedy	2005	7.3	9
tt1661990	tvEpisode	Death Becomes Her	60	Crime,Drama,Mystery	1992	8.7	105
tt0022750	movie	Deception	65	Drama	1993	6.3	19
tt3120752	tvEpisode	Guess Who's Coming to Dinner	43	Drama,Thriller	1967	8.3	520
tt0071762	movie	The Little Prince	88	Family,Fantasy,Musical	1974	6.5	3549
tt0095756	movie	Not of This Earth	81	Comedy,Horror,Sci-Fi	1988	4.9	2390
tt0071764	movie	Ljubav i bijes	95	Adventure,Drama,Horror	1998	6.6	39
tt10178558	tvEpisode	Back to School	41	Reality-TV	1986	7.3	10
tt2237008	movie	Remedy	120	Drama	2005	5.0	182
tt0526653	tvEpisode	Kiss of Death	42	Action,Crime,Drama	1995	6.6	15
tt0058794	tvSeries	Convoy	60	Drama,War	1978	8.1	41
tt0250468	movie	Killing Me Softly	100	Drama,Mystery,Romance	2002	5.5	17747
tt2154264	short	The Chase	13	Animation,Short	1994	5.9	119
tt0056135	movie	Karami-ai	107	Drama	2003	7.4	823
tt14418068	tvEpisode	Common Ground	25	Action,Adventure,Animation	2002	7.4	2021
tt0372808	movie	Brothers in Arms	68	War	2005	5.9	67
tt0416096	tvMovie	Othello	152	Drama,Romance	2001	8.6	11
tt0372806	movie	Bright Leaves	107	Biography,Comedy,Documentary	2003	7.1	632
tt0274415	tvMovie	Carmen: A Hip Hopera	88	Drama,Musical	2001	4.7	1431
